GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREAFUE,G16PREOWRI
44001440101,44,001,440101,985.5593907750869,499.90765626585886,57.974081810299225,21.859080026834135,1.9007895675507942,35.164606999689695
44001440102,44,001,440102,1368.3611401330952,696.8598768906257,71.28144315125428,21.34400488354513,2.9509611189165033,40.34346957564106
44001440103,44,001,440103,1104.0461032853245,456.12121739158493,57.80226744345509,16.38110829486768,0.00976933514246947,47.14602632712559
44001440104,44,001,440104,1312.4092759628577,603.2065106056702,79.24659700138834,24.492040732586926,1.9645322603466633,59.62981515123242
44001440105,44,001,440105,1335.9416867646976,610.1389534587562,73.004772954362,24.614693310916515,4.045124195029479,61.49704695335979
44001440201,44,001,440201,493.04814195104956,464.43753588917076,41.96150687125249,11.444063271131112,1.9073409346830192,23.841773669167274
44001440202,44,001,440202,384.657939778508,190.3359235691581,38.86440324186998,9.965231600479482,0.9965231600479482,17.93741688086307
44001440203,44,001,440203,1197.7210932629255,832.765448276142,82.96647665782062,25.993630010457863,9.939065642507506e-4,52.98040171994813
44001440204,44,001,440204,814.7226520354121,529.2996583417646,42.6855656203394,17.38310358840774,1.0621639881725913,28.709012721464138
44001440205,44,001,440205,814.4842105263158,735.1894736842105,80.27368421052631,18.6,2.9368421052631577,34.26315789473684
44001440206,44,001,440206,723,493,40,15,3,26
44001440207,44,001,440207,557.3420602214919,299.6640764308419,41.13559675813002,11.034768399520518,1.0034768399520517,19.06258311913693
44001440208,44,001,440208,643,411,48,18,1,30
44001440209,44,001,440209,134,103,12,6,1,5
44001443401,44,001,443401,664.0434305520066,449.04071614250614,43.00317534696274,24.000921874924668,3.0002048610943706,35.0020486109437
44001443402,44,001,443402,847.9975829711861,794.9979174857236,62.0003151656494,18.000030083060462,3.9999537985698175,39.99993463485865
44001443403,44,001,443403,1204.9828887011045,768.2692501804823,73.10927612744902,32.578251172018156,3.0925004056527925,48.203670748881265
44003440601,44,003,440601,386.30298103938145,554.6971040878021,46.6500383477686,7.221316212434319,3.997774353674503,12.300429097619789
44003440602,44,003,440602,111.45521658626308,123.63099654946829,19.668567632869955,3.7463938348323724,1.8731969174161862,9.36598458708093
44003440603,44,003,440603,679.3835267720376,879.9672125803427,64.18041073501408,21.781637261918128,4.185390710338854,39.972730447738954
44003440604,44,003,440604,398.8479194102068,532.1827913241301,36.95880493889623,15.97273253170933,2.002259388251872,24.96029065763023
44003440605,44,003,440605,392.5270382890276,591.4651173085423,42.030119283768556,16.574497964258942,1.958946316837322,18.61889067610087
44003440606,44,003,440606,176.7533536274005,274.5466980978212,14.433341657025023,5.598562965296635,0.8023489775432211,14.391196231475371
44003440607,44,003,440607,620.0305664989539,701.1080966005026,51.84076486598176,20.528004430920593,2.908691941614303,19.688790706562692
44003440608,44,003,440608,578.0214978751321,705.2866841285742,41.61837213322744,23.61419509611648,2.0926050560725864,33.54298268910962
44003440609,44,003,440609,399.6046438657044,633.4647003451522,45.2412927518042,15.490743646062128,3.0577345465955443,18.548478192657672
44003440610,44,003,440610,271,334,25,16,1,14
44003440611,44,003,440611,419.9720607823095,505.91983136101464,31.253734755892797,9.7667921112165,0,15.626867377946398
44003440612,44,003,440612,473.2209455240274,525.4635589842919,42.39274761607245,7.074828916510845,0.037483921995083144,24.18694328718917
44003440613,44,003,440613,397.9838681615921,465.1777223311609,39.717412719738384,6.195472432564727,3.0939153743751895,18.35714436359354
44003440614,44,003,440614,229.10555215381126,216.34919387365517,6.041221655290548,2.0037152617067986,1.0047495414466832,9.01035647437537
44003440615,44,003,440615,461.62060911811074,640.4860917115441,38.09990720578071,8.052508130827226,1.9890130946989655,28.995019076385184
44003440616,44,003,440616,530.2224360751991,718.764071405089,47.58543726876179,7.145137924949005,6.022245963706081,26.231044535491915
44003440617,44,003,440617,334.76410283464054,516.1800891472313,52.090814430626196,22.03779780745875,0.0038813602880921434,22.050866138972665
44003440618,44,003,440618,186,280,25,6,2,10
44003440901,44,003,440901,229.39179947564,152.90270115995352,14.520536020865675,3.862733712698216,1.9174946107236848,6.749285744482547
44003440902,44,003,440902,967.3919064854424,800.4968151806193,62.9604236658914,9.993718042204984,1.9987436084409969,52.966705623686416
44003440903,44,003,440903,933.1406714625119,569.7574123259227,61.47490806055621,15.20829300901588,0.01666344072127053,39.2832784922616
44003440904,44,003,440904,908.0637952645214,738.744510750371,85.16174703508196,17.827260617513794,0.990530029918314,54.463399463943176
44003440905,44,003,440905,970.6962037377368,848.3646124880015,57.68481538605403,11.934789390218075,2.9836973475545188,43.76089443079961
44003443501,44,003,443501,1059,741,78,24,3,42
44003443502,44,003,443502,938,722,57,29,1,43
44003443503,44,003,443503,487,379,33,9,2,19
44003443504,44,003,443504,886.0128410914928,502.60192616372393,55.66452648475121,17.369181380417334,2,36.553772070626
44003443505,44,003,443505,300.2016257534039,292.8949901883913,21.32442375208821,8.376077418431798,0.010138428543575745,10.247566384404662
44003443506,44,003,443506,297.3691297594564,300.4083584837552,34.192715653399105,15.081654278166447,0,14.13269206899689
44003443507,44,003,443507,172.36128818347217,129.29391817485396,12.021796179258834,5.011228334769702,0,11.017172747294838
44003443508,44,003,443508,692.1731521842597,593.2073538123758,50.797529665635416,27.221662869973613,2.833761728199513,45.904755861999
44003443509,44,003,443509,181,148,9,6,0,6
44003443510,44,003,443510,536.6258304605956,436.56031911328165,32.374136024131,16.67758522455233,0,25.506895049315332
44003443511,44,003,443511,829,725,41,19,3,30
44003443512,44,003,443512,522,507,37,25,0,28
44003443513,44,003,443513,710.7681265548821,702.9803226979998,65.21169601423352,21.43238502964232,4.864237723171739,36.03432940058883
44003443514,44,003,443514,920.0578974257559,904.1261223123003,54.09225487185943,36.02407904500478,4.00723352543939,57.022651686083556
44003443515,44,003,443515,863.2509374459756,888.0855443920624,64.56997805982557,25.827991223930226,4.966921389217352,33.77506544667799
44003443516,44,003,443516,239,256,21,10,1,11
44003443517,44,003,443517,260,314,30,8,2,11
44003443518,44,003,443518,876.4969247271408,932.1207777598671,83.3745110419668,24.823295427398566,4.9617181971378255,46.66204433297406
44003443519,44,003,443519,866.4611881313754,943.4467993016067,78.16224268447864,29.068491492875985,4.015747860211566,51.06820037025146
44003443520,44,003,443520,687.8431749001677,668.3472302641293,46.74808887677086,22.22177144984068,4.044396364542723,30.41812524361875
44003443521,44,003,443521,630.3008364085265,645.1989094341865,55.85363841009764,22.280299179435044,3.0637043589625104,26.471412256322576
44003443522,44,003,443522,484.07152677679784,525.0694230480685,46.004838576077496,16.002314101602284,4.20745745869549e-4,18.00315559309402
44003443523,44,003,443523,847,814,73,21,1,46
44003443524,44,003,443524,568.3802578699218,577.2165123060242,47.790035811290934,20.23771877210366,0.07561983557102547,31.41232360139187
44003443525,44,003,443525,642,659,37,21,2,38
44003443526,44,003,443526,248,182,13,2,1,13
44003443527,44,003,443527,620.7955332729665,573.4980769237062,57.363344904361824,24.964446373470324,1.9928065293604156,34.25332204379522
44003443528,44,003,443528,376,272,28,8,0,17
44003443529,44,003,443529,631.0128813559322,593.1457627118643,35.60406779661017,14.311186440677966,2,35.47593220338983
44003443530,44,003,443530,1064.467248908297,968.3406113537118,58.54803493449782,18.24235807860262,1.294759825327511,44.18995633187773
44003443531,44,003,443531,1068.1960793790079,891.1622516349023,58.012761364542875,15.002025613419503,2.0004051226839006,50.01073575112337
44003443532,44,003,443532,357.12974192493806,334.20198326867285,33.00544257325999,8.007469273288185,1.9997707745985942,8.007888582032876
44003443533,44,003,443533,368,358,23,12,1,9
44003443701,44,003,443701,384.9883244949062,602.6662883130504,49.14002538078243,20.01591211132082,2.0081384040017562,27.121304862434208
44003443702,44,003,443702,327.78633026753994,483.7754586383504,35.13167129094334,8.035359083138985,2.0233838415625938,14.888607076608436
44003443703,44,003,443703,227,444,36,5,2,13
44003443704,44,003,443704,220.40832549766407,417.18025266338384,29.249998245958306,6.814317342112161,1.9405906643010198,8.982993767565421
44003443801,44,003,443801,553.842166458598,558.5549476300723,31.507103662003374,21.589559378503115,4.061457184444682,19.896618036261863
44003443802,44,003,443802,361.32404612558054,337.0860480671535,32.640621989670066,10.83434616397092,0.029972124328719645,14.839658655586666
44003443803,44,003,443803,244.91957364341084,241.99224806201548,21.467054263565892,6.830426356589148,0,18.539728682170544
44003443804,44,003,443804,931.5908075634941,1037.4533604002852,58.70558987848555,27.909234379909936,3.8495471766588194,35.60832873322757
44003443805,44,003,443805,367.2799621502673,398.5793747175655,15.344498829729263,12.659897650178117,1.1256994865161765,14.843288840757513
44003443806,44,003,443806,327.349317671953,363.79907026282825,25.16847898175862,7.088083205801505,1.0060898086209942,6.091733656920771
44003443807,44,003,443807,934.357524018744,857.645646322059,67.40411000799112,27.07998500381342,0.03791048096540173,39.19498989612925
44003443808,44,003,443808,738.7457535793887,850.3512021398893,62.29480908945067,18.105097758994,3.017780952587698,28.193712751885247
44003443809,44,003,443809,444.62383892828854,434.77451026165403,20.28175666608999,7.687165263746783,0.6992975342724908,14.68993019853537
44003443810,44,003,443810,468.48824067163554,471.5693610941704,32.781383556736415,11.216895132992246,3.023660744790696,28.578575041782937
44005441501,44,005,441501,1040.8367956823004,517.3581652200978,47.33214240770569,19.499359605440734,3.672413309860783,36.00174136936029
44005441502,44,005,441502,1026.2227008949023,572.1831434612374,65.89127864154379,24.270441580004903,1.9887641005966892,32.26612623600916
44005441801,44,005,441801,1159.5814894203545,824.361138058524,105.07319198247671,40.775957747416356,5.840384511441954,48.77467323383978
44005441901,44,005,441901,728.6441224156284,480.4452953441074,44.8629854472633,10.154265725195103,2.0091806442855096,26.411927135884024
44005441902,44,005,441902,878,552,47,16,4,33
44005441903,44,005,441903,831.2906611244545,450.58675559702175,48.30289486258158,17.314092036293484,1.0028467142196629,33.340348047387764
44005441904,44,005,441904,1098.466875342888,706.8132971434603,88.84778693262606,35.942329967749004,2.9956574327742986,44.93091569724373
44005441905,44,005,441905,734.0401982865569,560.1352157387411,53.64278998259916,34.75536690638181,0.9942021559636807,22.852142264609174
44005442101,44,005,442101,709.542905736386,281.0654723554106,28.499645798275896,19.654928136741997,0,28.499645798275896
44005442102,44,005,442102,656.982937317398,222.79102381983884,29.158743403823486,16.401793164650712,1.366816097054226,20.95784682149813
44005442103,44,005,442103,467.19219088192585,143.0892280397964,23.006396310465274,11.00592780683026,1.999376167535149,12.009827389021957
44005442104,44,005,442104,347,114,8,7,1,21
44005442105,44,005,442105,888,380,48,20,1,38
44005442106,44,005,442106,981.3817227809358,472.73283777874946,58.24223874070835,25.23830345430695,0,29.121119370354176
44005442107,44,005,442107,894.5330296127563,576.4768413059985,67.58694001518603,15.90280941533789,4.969627942293091,42.73880030372058
44005442108,44,005,442108,529,165,32,9,2,18
44005442109,44,005,442109,787.1546193046655,269.9601134719101,35.06261492249477,19.56423806876048,1.6421488533487374,25.202513819197353
44005442701,44,005,442701,48.19497542326597,36.373566357181865,5.45603495357728,2.72801747678864,0,4.546695794647733
44005442702,44,005,442702,140,118,13,10,1,4
44005442703,44,005,442703,731.8387503865306,500.76232907138706,51.79210766119579,24.448734414493963,1.8086776230033814,27.232820482882737
44005442704,44,005,442704,992.7702886780439,805.4020855912783,82.03363936288783,28.895155285664508,1.8641046218263304,40.08783466524352
44005442705,44,005,442705,355.8755210111757,288.2631077183222,34.331085478939485,4.118484142448839,0.0016527363933392764,25.285549569677663
44005442706,44,005,442706,346.10649840943677,306.5385290580543,22.74670743284277,7.9113413479271415,4.4167104889294414e-4,21.755415782464077
44005442707,44,005,442707,991.4350991325459,823.7989538493025,75.93314152817429,24.05906621574054,1.8512979305157395,62.924612435124956
44005442708,44,005,442708,1135.4365146334187,879.6049939037254,105.78300733458232,20.521004623406483,2.0292821066230218,53.831599744502924
44005443301,44,005,443301,734.9179353928888,622.3899192001063,50.2353036556775,19.536234822683426,5.668020621296105e-4,32.56133604124259
44005443302,44,005,443302,739.0690931259704,745.7966401375202,51.89821980338414,21.143719179156502,1.9221562890142274,38.44312578028455
44005443303,44,005,443303,455,421,21,16,0,21
44005443304,44,005,443304,638.4764863715877,577.0194059922434,42.300993349176274,16.32239409182624,2.0768448900399163,34.33127293515676
44005443305,44,005,443305,148.1276615801413,129.11491702307134,12.008424368232674,3.0032401416279515,4.3201888372690133e-4,6.0069123021396305
44005443306,44,005,443306,706.5860739238536,755.0020633764775,59.125392312469884,27.13868522449999,6.576366765377057e-4,33.92310991687129
44005443307,44,005,443307,569.4043994366192,495.5863953784019,46.682327197578765,15.319341843175028,2.05060560940058,10.538979126817175
44005ZZZZZZ,44,005,ZZZZZZ,0,0,0,0,0,0
44007440301,44,007,440301,446.21616407466485,667.4954539636501,55.522326918365046,21.742420032116932,2.877488346322015,23.617936069798578
44007440302,44,007,440302,445.08222981998495,753.4589768748407,50.05537868295683,22.77258307677371,4.079481454003093,22.831383446293014
44007440303,44,007,440303,586.7012482455349,917.7335357344239,60.667452073691976,23.652757061874606,1.0993096203430874,36.634177154689766
44007440304,44,007,440304,328.77578600884067,487.28095925971877,42.42485287632197,15.703805132015754,0.9384994129169808,15.717424165276526
44007440305,44,007,440305,365.4517328485468,609.0307048235197,43.12599457301188,16.292710159230005,1.0774656824961928,26.74328829875868
44007440306,44,007,440306,391.36581978015414,704.2623022610293,43.158135514603465,8.82780044616889,3.923466864963951,29.426001487229634
44007440401,44,007,440401,634.8703821178977,98.78263585607502,17.856591245847852,5.640797735900267,1.8802659119667555,13.161861383767288
44007440402,44,007,440402,283.67789174527695,64.30913630077778,5.026497397209524,3.004416232868254,0,5.015456815038889
44007440403,44,007,440403,669.7772888306055,92.46209419248817,14.699784178120137,13.703680130175092,0.9837052509678379,5.908430904295631
44007440404,44,007,440404,564,81,14,2,0,12
44007440405,44,007,440405,248.11401867929573,41.013190396232254,7.002012094340513,4.001341396227009,0,1.0017885283026784
44007440406,44,007,440406,303.51418142545475,138.41037589434418,11.863746505229502,1.9772910842049167,0,6.920518794717209
44007440407,44,007,440407,155,32,3,1,0,1
44007440408,44,007,440408,488.39350169258245,99.67214320256785,10.963935752282463,7.973771456205427,0,9.967214320256785
44007440701,44,007,440701,952.2908760424566,413.9578585122809,24.022733793870653,19.029883785419127,1.9971400033806106,16.040239452475635
44007440702,44,007,440702,681.3585365853659,354.8560975609756,34.18243902439024,12.099512195121951,1.0082926829268293,17.082926829268292
44007440703,44,007,440703,401.64146341463413,461.1439024390244,21.817560975609755,11.900487804878049,0.9917073170731707,9.917073170731708
44007440704,44,007,440704,193.57782347949896,108.09153639279192,9.009681733852991,5.009681733852991,4.4007881149957576e-4,3.009241655041491
44007440705,44,007,440705,181,132,7,5,0,5
44007440706,44,007,440706,628.3768680961663,1142.414554905783,41.044834307992204,9.772579597141,0.9772579597141,26.3859649122807
44007440707,44,007,440707,666.8274606053141,922.2623993104634,40.241193281946444,16.114665658630276,3.015815952914521,35.14629756445932
44007440708,44,007,440708,761.520940403109,903.9989464684988,54.826078444981384,27.90444752091031,1.9941394167804114,28.900377761046354
44007440709,44,007,440709,942,1145,68,25,4,59
44007440710,44,007,440710,841.4023464458247,511.12353347135956,38.70807453416149,19.991373360938578,1.2060041407867494,46.36473429951691
44007440711,44,007,440711,597.1972232111071,722.3446066215735,32.192239231043075,20.115343538625844,2.0064079743681025,24.096119615521538
44007440712,44,007,440712,743,904,39,13,1,24
44007440713,44,007,440713,696.1424903722722,741.7586649550706,37.6829268292683,17.849807445442874,0.9916559691912709,20.824775353016687
44007440714,44,007,440714,170.28201099764337,130.91044776119404,11.8114689709348,3.9371563236449334,1.9685781618224667,5.9057344854674
44007440715,44,007,440715,532.5349188707704,404.64660814758355,21.98080340554775,10.990401702773875,0,23.979058260597544
44007440716,44,007,440716,665.4259086927265,700.2408384726435,30.76292646096472,18.112076864233153,1.0163340659177973,15.51791547219776
44007440717,44,007,440717,349,205,15,9,0,8
44007440718,44,007,440718,372,325,19,11,1,12
44007440719,44,007,440719,592,650,28,8,3,17
44007440720,44,007,440720,211,226,10,5,0,5
44007440721,44,007,440721,914.6530244022294,518.8769141944989,46.31326458026568,22.091463887892257,3.056968927141749,31.53944322847751
44007440722,44,007,440722,468.00000000000006,314,22,12,4,15.000000000000002
44007440723,44,007,440723,1302.536457966707,345.131317570234,40.98157637600842,31.00993207831671,8.995955789855508,48.002293014710446
44007440724,44,007,440724,1047,300,38,24,5,41
44007440725,44,007,440725,1274.445473376882,553.349651450026,54.52575995474724,27.664108436326078,1.991743847663304,35.70272468607809
44007440726,44,007,440726,605.5742306526723,345.9882574683315,33.29226737838354,15.741860852297929,0.9249211236618701,22.213886635595333
44007440727,44,007,440727,495.98715890850724,224.3980738362761,17.335473515248797,9.630818619582664,0,14.446227929373997
44007440728,44,007,440728,9,2,2,0,0,1
44007440729,44,007,440729,0,0,0,0,0,0
44007440730,44,007,440730,855.5209597997529,1407.659558648817,42.591392076304636,22.353808773622664,2.097395554264478,42.88487938454848
44007440731,44,007,440731,708,890,46,14,2,28
44007440801,44,007,440801,523.0971836690395,449.34183735146087,38.110067154950265,13.06427083019766,2.0003611148515303,22.98351162623836
44007440802,44,007,440802,755.283110404351,610.338138272538,59.136767580083,14.029699069898696,1.0027217352777602,28.06640249312235
44007440803,44,007,440803,831,744,51,22,1,25
44007440804,44,007,440804,151,185,12,5,1,13
44007440805,44,007,440805,868,734,45,23,3,32
44007440806,44,007,440806,851.8940955356152,645.7932746536837,51.03547241218114,13.740457903977909,0.9815148297210066,20.610861788793976
44007440807,44,007,440807,981.5053825016181,1008.0926529475416,102.35483256437438,22.411693323821726,2.052720107914185,49.672692787136526
44007440808,44,007,440808,NA,NA,NA,NA,NA,NA
44007440809,44,007,440809,286.5902322811197,321.29839189994044,16.858248957712924,5.949970220369267,1.9833234067897558,13.88326384752829
44007440810,44,007,440810,742.7415171651537,386.64171544758835,36.469841105615,9.82851550248126,0.9899166499129616,19.63110382160765
44007440811,44,007,440811,781.3098203727013,629.2034889178565,54.93254759822379,14.211804575388749,0.04299174098260574,29.295089910921206
44007440812,44,007,440812,688.5231131971892,501.4384568511199,37.55114295125165,11.87175450153711,2.958276789635485,17.781281291172593
44007440813,44,007,440813,266,286,31,7,0,4
44007441001,44,007,441001,952.52027484028,618.3322148187791,48.341709785464396,29.04889762327277,3.0053073698147625,40.03587499210449
44007441002,44,007,441002,727.0708275028671,372.7552498798726,37.89903893014861,14.149830555945739,0.9948203187755084,18.554689550922802
44007441003,44,007,441003,514,228,16,11,1,21
44007441004,44,007,441004,858.5563821144473,545.2871814629308,41.11669534793296,17.621455761820506,1.9579279414306492,29.36891912145974
44007441005,44,007,441005,819.0838569165436,381.46458584529336,49.377395629720716,9.681842280337396,0,27.109158384944706
44007441006,44,007,441006,73.03861788617887,44.61585365853659,3.33739837398374,0.33739837398373984,0.16869918699186992,1.6747967479674797
44007441007,44,007,441007,83.89854831496808,47.35555773789899,1.6619184160906153,1.662016449646352,0.8305670738223596,3.3227584630681233
44007441008,44,007,441008,965.9032109151501,413.3244821158602,44.826718299538854,30.916909388258148,2.988636851356515,28.89551023019641
44007441009,44,007,441009,1038.108566012011,585.5714835410981,57.97806608034645,17.08954586119955,3.000066266181453,33.00636008702858
44007441010,44,007,441010,1005,434,50,15,5,34
44007441011,44,007,441011,900.8314680489601,578.4702621390139,36.58700803272396,12.85489471420031,1.9776761098769706,31.64281775803153
44007441012,44,007,441012,447.42066236023805,302.6276787911837,22.976020715179693,14.978024691880764,0.9991499280428435,15.98529194123407
44007441013,44,007,441013,778.2569691110093,479.7658253266043,44.7778291622451,19.2704517223734,3.0065262508010915,34.46597969577876
44007441014,44,007,441014,813.0794170850662,603.2548441252479,57.51149710629954,20.191950020825917,3.0131187096793517,45.40750430589928
44007441015,44,007,441015,374.00000000000006,222,14,5,0,12
44007441016,44,007,441016,457.8344767708872,393.3052678964834,40.99890120685448,12.400333498769761,0.04283537732485851,33.53870279422807
44007441017,44,007,441017,845.0584772704949,646.6369663555561,53.66700723475976,20.553990166630452,0.08101809986875691,26.031596063489314
44007441018,44,007,441018,321.2637662311354,251.73352935697915,12.173257391104205,13.060013112938924,2.0092327866059883,13.149587223254812
44007441201,44,007,441201,518.0685598279738,703.4449689996759,54.63583051638733,16.586602301901436,0.9756194030200475,29.2692255609378
44007441202,44,007,441202,450.75862263589215,670.2938983295587,44.34722863561471,19.40592329505247,2.0234192346951803,25.720701935977953
44007441301,44,007,441301,631.2339411725802,1014.7903696553769,61.634841549593716,30.423436659340858,1.0558124862490206,25.468480531718686
44007441302,44,007,441302,735.9473784258251,1047.9250714541643,71.99485223730899,31.99771210547066,0.9999285032959582,38.99721162854237
44007441303,44,007,441303,136.9515492160116,235.91653733561125,12.995402480351467,5.997878067854524,0.9996463446424205,13.995048824993889
44007441304,44,007,441304,505.8518378890395,651.4726260356509,34.50930282082363,22.474264360272635,2.100011364652758,20.801752092114036
44007441601,44,007,441601,456.84047071742674,549.880631252034,18.319605447852705,7.076134406861709,1.0800761649201818,12.221568522210218
44007441602,44,007,441602,472.94356187991906,634.5825007502712,40.9086203313854,4.98885613797383,1.9955424551895318,8.979941048352893
44007441603,44,007,441603,564.056438120081,617.4174992497288,37.0913796686146,18.01114386202617,3.0044575448104682,15.020058951647107
44007441604,44,007,441604,523.5310335750679,768.9009477274333,20.061652358727567,7.023975917282943,1.0034251310404203,18.041101572485044
44007441605,44,007,441605,493,646,28,5,2,13
